,combined_chargedescription,arrest_year,X,Y,arrestnumber,age,latitude,longitude,objectid,shape,arrest_month
221,ALC BEV/OPEN CONT/RETL EST,2019,0.0,0.0,19115059.0,48.0,0.0,0.0,135149,0.0,8
222,ALTER PHYS EVIDENCE CRIM PROC,2020,0.0,0.0,20028797.0,24.0,0.0,0.0,299543,0.0,3
223,AMED CARJACKING,2022,1423636.77894733,614609.566677754,22100573.0,23.0,39.3536,-76.6064,125507,0.0,8
224,AMMO POSS,2020,1424862.02764118,599498.883376223,20065554.0,40.0,39.3121,-76.6023,218634,0.0,5
225,AMMO VIOLATION,2018,1432153.14339461,595342.935526766,18190861.0,26.0,39.3006,-76.5766,6924,0.0,12
226,AMRED ROBBERY,2021,32070835.9419795,-948896.130248216,21077977.0,26.0,0.0,0.0,201432,0.0,6
227,ANIMAL CRUEL FAIL: PROVIDE,2018,0.0,0.0,18171047.0,34.0,0.0,0.0,38083,0.0,11
228,ANIMAL CRUEL FAIL: PROVIDE,2019,0.0,0.0,191181805.0,319.0,0.0,0.0,1273584,0.0,81
229,ANIMAL CRUEL FAIL: PROVIDE,2020,0.0,0.0,40160228.0,78.0,0.0,0.0,420054,0.0,11
230,ANIMAL CRUELTY,2018,0.0,0.0,18108252.0,19.0,0.0,0.0,163100,0.0,7
231,ANIMAL CRUELTY,2019,1437492.93994636,608845.137913082,76244922.0,132.0,39.3376,-76.5575,962824,0.0,18
232,ANIMAL CRUELTY,2020,0.0,0.0,20072087.0,35.0,0.0,0.0,206731,0.0,5
233,ANIMAL CRUELTY,2021,0.0,0.0,21104598.0,54.0,0.0,0.0,146463,0.0,7
234,ANIMAL CRUELTY,2022,1413132.27050601,588996.865624798,176926116.0,301.0,39.2834,-76.6439,727078,0.0,75
235,ANIMAL CRUELTY CAUSE/AUTH,2019,0.0,0.0,19148666.0,71.0,0.0,0.0,65266,0.0,10
236,ARMED  ROBBERY (COMMERCIAL),2019,1422714.61217355,572281.313138875,19153696.0,23.0,39.2374,-76.6103,55639,0.0,10
237,ARMED BANK ROBBERY,2019,2835244.7497514402,1168742.1109839329,38089691.0,82.0,78.5413,-153.2562,549905,0.0,7
238,ARMED CAR JACKING,2018,2834127.41400419,1205203.6487881718,36354937.0,48.0,78.6414,-153.2596,56650,0.0,22
239,ARMED CAR JACKING,2019,8484039.54927053,3613641.099090101,114287961.0,118.0,235.919,-459.8438,1601569,0.0,21
240,ARMED CAR JACKING,2020,1428598.30478241,605488.961173952,20098889.0,16.0,39.3285,-76.589,160923,0.0,7
241,ARMED CAR JACKING,2022,1415262.91822826,601280.03945344,22059819.0,19.0,39.3171,-76.6362,219578,0.0,5
242,ARMED CARJACKING,2018,110459669.93965791,3163240.922028691,507011482.0,563.0,393.162,-766.0279,4518521,0.0,197
243,ARMED CARJACKING,2019,59048712.4179558,10402045.066056486,897751087.0,991.0,746.8224,-1455.7783,7600368,0.0,325
244,ARMED CARJACKING,2020,18504610.67354343,7752562.089724097,762689466.0,790.0,510.9451,-995.8962,8358447,0.0,194
245,ARMED CARJACKING,2021,39149873.49462825,2082407.148290162,463894039.0,546.0,196.6538,-383.171,4030763,0.0,138
246,ARMED CARJACKING,2022,39163087.2717959,1993901.57441737,860932882.0,848.0,196.41070000000002,-383.1256,7160285,0.0,243
247,ARMED COMMERCIAL ROBBERY,2018,36320403.2360308,829608.526115118,72393834.0,128.0,117.8817,-229.8956,722476,0.0,26
248,ARMED COMMERCIAL ROBBERY,2019,5696761.16929014,2383568.676776606,76363671.0,105.0,157.2088,-306.4189,727823,0.0,26
249,ARMED COMMERCIAL ROBBERY,2020,2812772.21189647,1214512.724788097,40193348.0,81.0,78.6672,-153.335,363287,0.0,12
250,ARMED COMMERCIAL ROBBERY,2021,5697747.97398897,2395300.49393788,84355831.0,108.0,157.24099999999999,-306.4153,714832,0.0,25
251,ARMED COMMERCIAL ROBBERY,2022,2821461.2193747098,1207118.252745317,44204013.0,86.0,78.6468,-153.3044,245706,0.0,16
252,ARMED COMMERICAL ROBBERY,2022,1400486.52913182,611751.897525166,22114448.0,32.0,39.346,-76.6883,93061,0.0,9
253,ARMED PERSON,2019,32070835.9419795,-948896.130248216,19128073.0,32.0,0.0,0.0,107281,0.0,9
254,ARMED ROBBBERY/COMM,2018,1417703.79598891,585518.452266867,18183338.0,60.0,39.2738,-76.6278,16114,0.0,12
255,ARMED ROBBERY,2018,469356722.17164254,67190810.97673124,4886270149.0,7332.0,4991.5253999999995,-9729.3399,50583950,0.0,1648
256,ARMED ROBBERY,2019,461769100.5763567,64286201.15142445,4811665202.0,6910.0,4795.2253,-9347.9651,44334779,0.0,1626
257,ARMED ROBBERY,2020,253229809.11472726,48664568.01477245,3614828449.0,4897.0,3458.6575,-6742.5668,35806475,0.0,1021
258,ARMED ROBBERY,2021,272792186.23700523,42329359.10114051,3480154177.0,5008.0,3104.8701,-6052.0315,27965020,0.0,1108
259,ARMED ROBBERY,2022,255562099.45614612,35177543.91662189,3576180933.0,4797.0,2633.2424,-5133.269,29677638,0.0,1002
260,ARMED ROBBERY AND MOTOR VEHICL,2022,1408893.44156182,587086.660719408,22007229.0,19.0,39.2782,-76.6589,340681,0.0,1
261,ARMED ROBBERY COMMERCIAL,2020,1399729.95259641,592954.641800807,20141771.0,17.0,39.2944,-76.6912,87985,0.0,9
262,ARMED ROBBERY COMMERCIAL,2022,1418919.67769461,592735.292052794,22084261.0,30.0,39.2936,-76.6234,162910,0.0,7
263,ARMED ROBBERY/HGV,2022,2852492.44867741,1225672.322598997,44311056.0,33.0,78.6974,-153.1944,6211,0.0,24
264,ARMED ROBEERY,2021,1430226.76282192,589579.13268612,21075861.0,19.0,39.2848,-76.5835,208561,0.0,5
265,ARMED ROBEERY,2022,1431790.63080968,588056.525062263,22125868.0,35.0,39.2806,-76.578,67079,0.0,10
266,ARMED ROBERRY,2019,32070835.9419795,-948896.130248216,19135391.0,16.0,0.0,0.0,93172,0.0,9
267,ARMED ROBERY,2019,1422750.88134784,583681.929953332,19077299.0,16.0,39.2687,-76.61,211519,0.0,5
268,ARMEND ROBBERY,2020,1412072.17822904,577628.683951842,20084385.0,32.0,39.2522,-76.6478,186891,0.0,6
269,ARMERD ROBBERY,2022,1441453.83156986,608646.095825961,22021361.0,29.0,39.337,-76.5435,304128,0.0,2
270,ARMES ROBBERY,2018,1439619.09694643,619345.758886628,18076529.0,29.0,39.3664,-76.5498,225631,0.0,5
271,ARMES ROBBERY,2021,1442250.40966935,596484.456158946,21125647.0,37.0,39.3036,-76.5409,100257,0.0,9
272,ARSON,2018,7152157.61394662,3006549.16531785,90369278.0,201.0,196.58499999999998,-382.9129,1134788,0.0,24
273,ARSON,2019,4275421.05807599,1791988.7407299262,57364161.0,105.0,117.91839999999999,-229.80399999999997,362248,0.0,26
274,ARSON,2020,5678051.82432141,2352195.121225436,80496343.0,178.0,157.1229,-306.4855,481441,0.0,34
275,ARSON,2021,1422926.70863734,615335.001333348,21154261.0,29.0,39.3556,-76.6089,31659,0.0,11
276,ARSON,2022,8538364.66528536,3566919.700802884,132513538.0,219.0,235.7901,-459.65250000000003,955855,0.0,42
277,ARSON (THREAT),2021,1408343.54713775,605551.409175711,21063645.0,46.0,39.3289,-76.6606,231428,0.0,5
278,ARSON - ATT-DWELLING/BLDG,2020,0.0,0.0,20088668.0,67.0,0.0,0.0,177874,0.0,6
279,ARSON 1ST DEGREE,2018,1403860.61375975,601346.387702063,18173083.0,64.0,39.3174,-76.6765,34367,0.0,11
280,ARSON 1ST DEGREE,2020,32070835.9419795,-948896.130248216,20187998.0,37.0,0.0,0.0,16859,0.0,12
281,ARSON 2ND DEGREE,2018,0.0,0.0,72360547.0,138.0,0.0,0.0,785205,0.0,24
282,ARSON 2ND DEGREE,2019,0.0,0.0,76502089.0,169.0,0.0,0.0,449692,0.0,34
283,ARSON 2ND DEGREE,2020,0.0,0.0,100584799.0,132.0,0.0,0.0,677818,0.0,39
284,ARSON 2ND DEGREE,2021,0.0,0.0,21155644.0,23.0,0.0,0.0,29418,0.0,11
285,ARSON 2ND DEGREE,2022,0.0,0.0,66156771.0,102.0,0.0,0.0,710681,0.0,13
286,ARSON THREAT,2018,1418260.07890426,574120.255903216,18036334.0,37.0,39.2425,-76.626,297553,0.0,3
287,ARSON THREAT,2019,1424420.52371415,609950.654366481,19117490.0,37.0,39.3408,-76.6037,128893,0.0,8
288,ARSON THREAT,2020,1413796.42575111,600072.250698853,20030838.0,32.0,39.3138,-76.6414,295296,0.0,3
289,ARSON THREAT,2022,0.0,0.0,22090825.0,29.0,0.0,0.0,149565,0.0,7
290,ARSON-FIRST DEGREE,2018,0.0,0.0,72468882.0,168.0,0.0,0.0,581158,0.0,29
291,ARSON-FIRST DEGREE,2019,0.0,0.0,114502321.0,182.0,0.0,0.0,1181876,0.0,34
292,ARSON-FIRST DEGREE,2020,0.0,0.0,80452883.0,121.0,0.0,0.0,547776,0.0,31
293,ARSON-FIRST DEGREE,2021,0.0,0.0,63208809.0,116.0,0.0,0.0,657352,0.0,15
294,ARSON-FIRST DEGREE,2022,0.0,0.0,154678091.0,215.0,0.0,0.0,929897,0.0,56
295,ARSON-TRASH CONTAINERS,2019,0.0,0.0,19038312.0,44.0,0.0,0.0,284372,0.0,3
296,ARSON-TRASH CONTAINERS,2020,0.0,0.0,20137096.0,40.0,0.0,0.0,96055,0.0,9
297,ARSON/THREAT,2018,0.0,0.0,471200190.0,908.0,0.0,0.0,3453741,0.0,204
298,ARSON/THREAT,2019,1438879.58389738,608706.199695428,553615045.0,1028.0,39.3372,-76.5526,5304572,0.0,180
299,ARSON/THREAT,2020,0.0,0.0,603044384.0,1090.0,0.0,0.0,4839969,0.0,207
300,ARSON/THREAT,2021,0.0,0.0,463873458.0,746.0,0.0,0.0,4071916,0.0,138
301,ARSON/THREAT,2022,0.0,0.0,927334212.0,1516.0,0.0,0.0,7312085,0.0,277
302,ASAULT,2018,1422831.57405439,591294.781764407,18169792.0,33.0,39.2896,-76.6096,41693,0.0,11
303,ASLT,2018,1439678.24264512,590133.914523156,18123244.0,30.0,39.2862,-76.5501,133005,0.0,8
304,ASLT,2019,1415069.65102417,600077.283566571,19020868.0,30.0,39.3138,-76.6369,318703,0.0,2
305,ASLT 1ST DEG,2021,0.0,0.0,42075704.0,60.0,0.0,0.0,566753,0.0,6
306,ASLT 1ST DEG,2022,0.0,0.0,22091507.0,63.0,0.0,0.0,148440,0.0,7
307,ASLT 1ST DEGREE,2022,0.0,0.0,22086788.0,28.0,0.0,0.0,156775,0.0,7
308,ASLT 2ND DEG,2022,0.0,0.0,44197255.0,94.0,0.0,0.0,261871,0.0,15
309,ASSAUALT 2ND DEGREE,2018,1407592.98472741,594293.685182624,18028010.0,39.0,39.298,-76.6634,313915,0.0,2
310,ASSAULLT-SECOND DEGREE,2020,1406734.86621708,581287.381775507,20030247.0,41.0,39.2623,-76.6666,297436,0.0,3
311,ASSAUNT 2ND DEGREE,2018,1428024.45996815,569354.260115482,18064710.0,27.0,39.2293,-76.5916,245095,0.0,4
312,ASSLT 1ST/DOC EMPLOYEE ETC.,2020,0.0,0.0,20170729.0,27.0,0.0,0.0,42508,0.0,11
313,ASSLT 1ST/DOC EMPLOYEE ETC.,2021,0.0,0.0,21106095.0,26.0,0.0,0.0,144404,0.0,7
314,ASSLT 1ST/DOC EMPLOYEE ETC.,2022,0.0,0.0,22099061.0,24.0,0.0,0.0,129810,0.0,8
315,ASSLT 2ND/DOC EMPLOYEE ETC.,2018,0.0,0.0,54277407.0,77.0,0.0,0.0,577504,0.0,17
316,ASSLT 2ND/DOC EMPLOYEE ETC.,2019,0.0,0.0,152743133.0,262.0,0.0,0.0,1426132,0.0,51
317,ASSLT 2ND/DOC EMPLOYEE ETC.,2020,0.0,0.0,100542440.0,154.0,0.0,0.0,750351,0.0,37
318,ASSLT 2ND/DOC EMPLOYEE ETC.,2021,0.0,0.0,63153030.0,87.0,0.0,0.0,771477,0.0,11
319,ASSLT 2ND/DOC EMPLOYEE ETC.,2022,0.0,0.0,110574579.0,203.0,0.0,0.0,461099,0.0,45
320,ASSSAULT,2019,1424215.75497238,611516.006634478,19079471.0,62.0,39.3451,-76.6044,206758,0.0,5
321,ASSSAULT,2021,1420556.9879258,586987.179893736,21039898.0,20.0,39.2778,-76.6177,278972,0.0,3
322,ASSUALT,2018,2864705.7985709803,1183953.685776088,36224037.0,71.0,78.58269999999999,-153.1519,306822,0.0,15
323,ASSUALT,2019,8583803.00067196,3542893.371508676,114531371.0,257.0,235.7236,-459.4923,1115558,0.0,37
324,ASSUALT,2020,1434356.08049216,590290.351334736,20176293.0,62.0,39.2867,-76.5689,34294,0.0,11
325,ASSUALT,2021,1418103.11822201,577871.194382085,21048801.0,20.0,39.2528,-76.6265,261319,0.0,4
326,ASSUALT,2022,2816961.70695143,1168124.459429991,44266028.0,58.0,78.5398,-153.32080000000002,100156,0.0,22
327,ASSUALT 1,2021,1429662.14336973,589248.750608892,21115229.0,45.0,39.2839,-76.5855,124500,0.0,8
328,ASSUALT 1ST DEGREE,2020,1444876.44258021,608627.013678248,20040873.0,19.0,39.3369,-76.5314,271690,0.0,3
329,ASSUALT 2ND DEGREE,2018,1403403.56692059,602583.181635866,18031889.0,20.0,39.3208,-76.6781,306362,0.0,2
330,ASSUALT SEC DEGREE,2019,1412880.30541414,595552.125567183,19156899.0,32.0,39.3014,-76.6447,50005,0.0,11
331,ASSUALT SEC DEGREE,2021,1398383.16663203,606426.896379095,21083081.0,30.0,39.3314,-76.6958,191044,0.0,6
332,ASSULT,2018,2812930.93815019,1178130.833284927,36255037.0,67.0,78.5673,-153.3349,247956,0.0,16
333,ASSULT,2019,4302865.11419758,1814799.475097967,76568198.0,115.0,117.9807,-229.7067,319842,0.0,38
334,ASSULT,2020,1435487.7334567,602279.157191142,20156394.0,58.0,39.3196,-76.5647,63203,0.0,10
335,ASSULT,2021,1434228.94268954,593240.068992279,21151218.0,39.0,39.2948,-76.5693,38830,0.0,11
336,ASSULT 2ND DEG,2022,0.0,0.0,22134998.0,23.0,0.0,0.0,45134,0.0,11
337,ASSULT 2ND DEGREE,2019,0.0,0.0,19055953.0,49.0,0.0,0.0,251130,0.0,4
338,ASSULT AND ROBBERY,2020,1433198.3389135,601794.830145134,20195832.0,35.0,39.3183,-76.5728,4466,0.0,12
339,ASSULT-FIRST DEGREE,2022,1417309.23353653,585079.765994045,22076972.0,42.0,39.2726,-76.6292,179770,0.0,6
340,ATEMPT BY DRIVER TO ELUDE UNIF,2020,0.0,0.0,20128541.0,21.0,0.0,0.0,111404,0.0,8
341,ATREMPT BURGLARY,2019,1438695.13828808,605937.058676966,19140378.0,36.0,39.3296,-76.5533,83041,0.0,9
342,ATT -THEFT:$10K TO UNDER $100K,2018,0.0,0.0,18048416.0,41.0,0.0,0.0,275948,0.0,3
343,ATT 1ST DEG MURDER,2018,1422456.68189101,599561.364109209,54426066.0,81.0,39.3123,-76.6108,281382,0.0,27
344,ATT 1ST DEG MURDER,2020,0.0,0.0,20000905.0,19.0,0.0,0.0,360769,0.0,1
345,ATT 1ST DEG MURDER,2021,1433263.45635882,593927.582603647,21043839.0,65.0,39.2967,-76.5727,270610,0.0,3
346,ATT 1ST DEG MURDER,2022,1406404.70889761,609733.033635139,22060337.0,41.0,39.3404,-76.6674,218543,0.0,5
347,ATT 1ST DEG RAPE,2018,0.0,0.0,72502532.0,156.0,0.0,0.0,511919,0.0,32
348,ATT 1ST DEG RAPE,2019,0.0,0.0,57282870.0,134.0,0.0,0.0,529979,0.0,19
349,ATT 1ST DEG RAPE,2020,0.0,0.0,20048097.0,19.0,0.0,0.0,253059,0.0,4
350,ATT 1ST DEG RAPE,2021,0.0,0.0,21039384.0,40.0,0.0,0.0,280006,0.0,3
351,ATT 1ST DEG RAPE,2022,0.0,0.0,66373306.0,140.0,0.0,0.0,209930,0.0,29
352,ATT 1ST DEG. MURDER,2018,0.0,0.0,2643324721.0,4388.0,0.0,0.0,24379846,0.0,986
353,ATT 1ST DEG. MURDER,2019,0.0,0.0,2501510672.0,4020.0,0.0,0.0,22667950,0.0,863
354,ATT 1ST DEG. MURDER,2020,0.0,0.0,2633172694.0,3980.0,0.0,0.0,21440877,0.0,904
355,ATT 1ST DEG. MURDER,2021,1425605.35161168,597753.788601065,3564376550.0,4926.0,39.3073,-76.5997,29088270,0.0,1111
356,ATT 1ST DEG. MURDER,2022,0.0,0.0,3310974815.0,4446.0,0.0,0.0,28183266,0.0,915
357,ATT 1ST DEGREE MURDER,2018,1416831.44835629,577210.405948542,18127503.0,28.0,39.251,-76.631,124610,0.0,8
358,ATT 1ST DEGREE MURDER,2019,2846784.9818993798,1191518.206690144,38121112.0,64.0,78.6037,-153.2151,483742,0.0,9
359,ATT 2ND DEG RAPE,2018,0.0,0.0,18127401.0,22.0,0.0,0.0,125629,0.0,8
360,ATT 2ND DEG RAPE,2020,0.0,0.0,20031653.0,36.0,0.0,0.0,295229,0.0,3
361,ATT 2ND DEG RAPE,2021,0.0,0.0,21165998.0,46.0,0.0,0.0,5974,0.0,12
362,ATT 2ND DEG RAPE,2022,0.0,0.0,44149263.0,74.0,0.0,0.0,371307,0.0,12
363,ATT 2ND DEG SEX OFFENSE,2018,0.0,0.0,18116508.0,30.0,0.0,0.0,146577,0.0,7
364,ATT 2ND DEG. MURDER,2018,0.0,0.0,54316604.0,96.0,0.0,0.0,506116,0.0,19
365,ATT 2ND DEG. MURDER,2019,0.0,0.0,114493895.0,202.0,0.0,0.0,1195561,0.0,33
366,ATT 2ND DEG. MURDER,2020,0.0,0.0,160802421.0,261.0,0.0,0.0,1341451,0.0,54
367,ATT 2ND DEG. MURDER,2021,1424427.64780705,595271.835716172,211162624.0,335.0,39.3005,-76.6039,1173168,0.0,83
368,ATT 2ND DEG. MURDER,2022,0.0,0.0,309177057.0,467.0,0.0,0.0,2285064,0.0,96
369,ATT 4TH DEGREE B&E,2020,1426650.90670081,617245.293372496,20165597.0,27.0,39.3608,-76.5957,49969,0.0,11
370,ATT ARMED  PERSON,2018,1408047.30128667,609156.285441343,18055691.0,38.0,39.3388,-76.6616,262556,0.0,4
371,ATT ARMED ROBBERY,2018,5663841.56671922,2380108.873903236,72274578.0,92.0,157.1997,-306.5353,955312,0.0,17
372,ATT ARMED ROBBERY,2019,4264057.50491866,1793795.364868489,57365981.0,63.0,117.92349999999999,-229.8442,359257,0.0,25
373,ATT ARMED ROBBERY,2020,1417703.79598891,585518.452266867,20173901.0,24.0,39.2738,-76.6278,36091,0.0,11
374,ATT ARMED ROBBERY,2021,1418013.40732163,599797.769506111,21096851.0,41.0,39.313,-76.6265,162931,0.0,7
375,ATT ARSON,2020,1422607.32218311,590783.893563535,20072171.0,31.0,39.2882,-76.6104,205773,0.0,5
376,ATT B & E,2018,1401842.31853045,587753.320089228,18066429.0,31.0,39.2801,-76.6838,243015,0.0,4
377,ATT B&E,2019,1437434.02292172,603490.504377441,19069159.0,32.0,39.3229,-76.5578,227627,0.0,5
378,ATT B&E,2020,0.0,0.0,20195922.0,34.0,0.0,0.0,3181,0.0,12
379,ATT BURGLARY,2018,1441930.02853974,587012.677810746,18157376.0,34.0,39.2776,-76.5422,64305,0.0,10
380,ATT BURGLARY,2019,1431994.48260431,592938.233784911,19055610.0,20.0,39.294,-76.5772,252079,0.0,4
381,ATT BURGLARY,2020,5735007.64718673,2405224.401318396,80415777.0,131.0,157.2678,-306.2834,609521,0.0,29
382,ATT BURGLARY,2021,1444440.47344873,605383.024730049,21032438.0,31.0,39.328,-76.533,293084,0.0,3
383,ATT BURGLARY,2022,0.0,0.0,22058366.0,29.0,0.0,0.0,220644,0.0,5
384,ATT BY DRIVER TO ELUDE POLICE,2018,0.0,0.0,18075026.0,45.0,0.0,0.0,227676,0.0,5
385,ATT BY DRIVER TO ELUDE POLICE,2021,1413661.38578264,598432.650519713,21062925.0,23.0,39.3093,-76.6419,233421,0.0,5
386,ATT BY DRIVER TO ELUDE UNIFORM,2018,0.0,0.0,18144387.0,26.0,0.0,0.0,89006,0.0,9
387,ATT CAR JACKING,2021,1422421.60694253,587869.219233656,21001934.0,17.0,39.2802,-76.6111,357762,0.0,1
388,ATT CARJACKING,2021,2841420.3256778503,1182025.359176151,42085974.0,36.0,78.5777,-153.2342,546745,0.0,7
389,ATT CARJACKING,2022,1405069.21310158,603572.552715694,22081926.0,19.0,39.3235,-76.6722,167971,0.0,7
390,ATT CDS DIST,2019,1432358.68221877,593741.244774626,19107603.0,32.0,39.2962,-76.5759,149665,0.0,7
391,ATT CDS DIST-NARC,2019,0.0,0.0,19022214.0,48.0,0.0,0.0,317727,0.0,2
392,ATT CDS DIST.,2018,1445166.14851067,585280.777195406,18189426.0,25.0,39.2728,-76.5308,8667,0.0,12
393,ATT CDS DISTRIBUTION,2019,1432877.26620378,603905.921824444,19083117.0,19.0,39.3241,-76.5739,199358,0.0,6
394,ATT COMM ROBBERY,2020,1429457.56416028,590668.342582797,20126089.0,42.0,39.2878,-76.5862,116465,0.0,8
395,ATT COMMERCIAL  B AND E,2020,1427552.4440066,598964.386465325,20037323.0,22.0,39.3106,-76.5928,280041,0.0,3
396,ATT DIST,2018,1430774.50325915,593588.238850797,36171447.0,59.0,39.2958,-76.5815,404710,0.0,11
397,ATT DIST,2019,2859141.4459730797,1187602.5941321119,38171008.0,82.0,78.59280000000001,-153.17149999999998,386113,0.0,12
398,ATT DIST HEROIN,2018,1429725.87664275,593911.266192217,18023477.0,32.0,39.2967,-76.5852,321680,0.0,2
399,ATT DIST MARIJUANA,2018,1406996.38825516,610354.405467272,18019331.0,20.0,39.3421,-76.6653,329160,0.0,2
400,ATT DIST PWID,2018,1434480.89986996,593824.038646048,18089205.0,19.0,39.2964,-76.5684,200499,0.0,6
401,ATT DISTRIBUTION/HEROIN,2018,32070835.9419795,-948896.130248216,18186310.0,20.0,0.0,0.0,13513,0.0,12
402,ATT FIRST DEGREE MURDER,2019,1407506.07514341,587154.360833645,19126177.0,58.0,39.2784,-76.6638,113506,0.0,8
403,ATT IST DEG MURDER,2018,0.0,0.0,18190285.0,53.0,0.0,0.0,7800,0.0,12
404,ATT LARCENY,2019,4239781.155747009,1770234.052778238,57182077.0,81.0,117.8591,-229.9303,721622,0.0,13
405,ATT LARCENY FROM AUTO,2020,1402006.22213599,589465.788122913,20114385.0,49.0,39.2848,-76.6832,135134,0.0,8
406,ATT MURDER,2018,1406901.26445774,605436.81541623,18022439.0,33.0,39.3286,-76.6657,322747,0.0,2
407,ATT MURDER,2019,1420369.16794337,591284.368490551,19150414.0,19.0,39.2896,-76.6183,62232,0.0,10
408,ATT MURDER,2020,2796445.80398193,1224508.8168161642,40167009.0,57.0,78.6948,-153.39260000000002,399713,0.0,12
409,ATT MURDER,2021,2843563.7601024,1190816.360004727,42178960.0,40.0,78.6018,-153.2265,352321,0.0,13
410,ATT MURDER,2022,2843225.2675462198,1206116.9361148411,44270392.0,52.0,78.6438,-153.2274,91223,0.0,22
411,ATT MURDER 1ST DEGREE,2022,1422035.36410453,592165.555380628,22039469.0,30.0,39.292,-76.6124,262387,0.0,4
412,ATT POSS/REC CDS WH CONF/DET,2022,0.0,0.0,44074464.0,52.0,0.0,0.0,535145,0.0,6
413,ATT ROBBERY,2018,2821587.36039417,1204752.94626128,36284467.0,56.0,78.6403,-153.304,191977,0.0,18
414,ATT ROBBERY,2019,1433802.31496507,587665.24368322,19137955.0,19.0,39.2795,-76.5709,88000,0.0,9
415,ATT ROBBERY,2020,2831124.6462522903,1202308.464039445,40161868.0,51.0,78.6335,-153.27030000000002,403010,0.0,11
416,ATT ROBBERY (ARMED),2019,1434239.94069661,590909.005035277,19145709.0,18.0,39.2884,-76.5693,72080,0.0,10
417,ATT STOLEN AUTO,2019,1419513.56500759,592847.019740261,19061731.0,26.0,39.2939,-76.6213,241947,0.0,4
418,ATT THEFT,2021,1413880.30506075,600327.546995867,21150416.0,51.0,39.3145,-76.6411,42476,0.0,11
419,ATT TO ELUDE POLICE,2019,1435814.34339389,604976.096118209,38193598.0,55.0,39.327,-76.5635,341991,0.0,14
420,ATT TO ELUDE POLICE BY FAILING,2021,1415422.98615076,596618.434039834,21080043.0,21.0,39.3043,-76.6357,197105,0.0,6
421,ATT UNARMED ROBBERY,2018,2812508.59903908,1177797.30518152,36175717.0,61.0,78.56639999999999,-153.3364,399985,0.0,11
422,ATT UNARMED ROBBERY,2020,4249878.1588492,1778879.19079241,60435847.0,98.0,117.8827,-229.8945,251357,0.0,29
423,ATT UNARMED ROBBERY,2021,1421943.47316156,587138.717283909,21008403.0,18.0,39.2782,-76.6128,346069,0.0,1
424,ATT UNAUTHORIZED VEH W/INTENT,2020,1426428.95668243,571423.282875838,20047369.0,18.0,39.235,-76.5972,254140,0.0,4
425,ATT- ARMED CARJACKING,2018,1413578.03109237,590819.783171743,18045325.0,22.0,39.2884,-76.6423,282186,0.0,3
426,ATT- BURGLARY- FIRST DEGREE,2018,0.0,0.0,18132400.0,31.0,0.0,0.0,114566,0.0,8
427,ATT- ROBBERY,2018,0.0,0.0,18132107.0,25.0,0.0,0.0,114589,0.0,8
428,ATT- ROBBERY,2019,0.0,0.0,19057647.0,48.0,0.0,0.0,249027,0.0,4
429,ATT-ARMED CARJACKING,2019,0.0,0.0,19180885.0,22.0,0.0,0.0,3932,0.0,12
430,ATT-ARMED CARJACKING,2022,0.0,0.0,22005580.0,38.0,0.0,0.0,343908,0.0,1
431,ATT-ARMED ROBBERY,2018,0.0,0.0,36287511.0,62.0,0.0,0.0,186004,0.0,19
432,ATT-ARMED ROBBERY,2019,1421671.12991885,591289.845122267,19026797.0,16.0,39.2896,-76.6137,308501,0.0,2
433,ATT-ARSON 2ND DEGREE,2020,0.0,0.0,20133299.0,31.0,0.0,0.0,101389,0.0,9
434,ATT-ARSON 2ND DEGREE,2022,0.0,0.0,22007949.0,34.0,0.0,0.0,337645,0.0,1
435,ATT-ARSON-FIRST DEGREE,2019,0.0,0.0,19010623.0,37.0,0.0,0.0,339808,0.0,1
436,ATT-ARSON-FIRST DEGREE,2021,0.0,0.0,21066027.0,40.0,0.0,0.0,226551,0.0,5
437,ATT-ARSON-FIRST DEGREE,2022,0.0,0.0,88146248.0,92.0,0.0,0.0,1078579,0.0,14
438,ATT-ARSON/THREAT,2019,0.0,0.0,19007764.0,25.0,0.0,0.0,347197,0.0,1
439,ATT-ASLT SEC DEG-LE OFC/P&P AG,2021,0.0,0.0,21139538.0,38.0,0.0,0.0,68073,0.0,10
440,ATT-BURGLARY,2019,0.0,0.0,19024737.0,35.0,0.0,0.0,312791,0.0,2
441,ATT-BURGLARY- 4TH DEG-DWELL,2018,1412989.81088208,596499.567619477,108728844.0,207.0,39.304,-76.6443,807468,0.0,47
442,ATT-BURGLARY- 4TH DEG-DWELL,2019,0.0,0.0,76256687.0,118.0,0.0,0.0,941939,0.0,18
443,ATT-BURGLARY- 4TH DEG-DWELL,2020,0.0,0.0,221340897.0,320.0,0.0,0.0,1386460,0.0,90
444,ATT-BURGLARY- 4TH DEG-DWELL,2021,0.0,0.0,189755699.0,270.0,0.0,0.0,1670012,0.0,56
445,ATT-BURGLARY- 4TH DEG-DWELL,2022,0.0,0.0,287125018.0,487.0,0.0,0.0,2055966,0.0,92
446,ATT-BURGLARY-4TH DEG DWELL,2021,0.0,0.0,21151245.0,37.0,0.0,0.0,37919,0.0,11
447,ATT-BURGLARY-4TH DEG-STORE,2018,0.0,0.0,18020497.0,20.0,0.0,0.0,324843,0.0,2
448,ATT-BURGLARY-4TH DEG-STORE,2021,0.0,0.0,42192562.0,79.0,0.0,0.0,329556,0.0,13
